안전표지일련번호,도로종류,도로노선번호,도로노선명,도로노선방향,도로형태,차로수,도로폭,소재지도로명주소,소재지지번주소,위도,경도,안전표지구분,안전표지종별일련번호,주행제한속도,안전표지설명,지주형식,제2외국어표기여부,설치일자,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
38070-SS-03252-01,시도,,가락로125번길,03,01,2,11,경상남도 김해시 왕릉길 26,경상남도 김해시 서상동 312,35.23487875,128.8772054,04,429,,어린이 보호구역,02,Y,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-00457-01,시도,,반룡로,03,02,6,31,,경상남도 김해시 삼문동 596,35.1909528,128.8088784,03,329,,비보호 좌회전,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03251-02,시도,,율하4로,03,01,8,40,,경상남도 김해시 율하동 1430,35.1713555,128.8069368,04,415,,통행주의,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03251-01,시도,,율하4로,03,01,8,40,,경상남도 김해시 율하동 1430,35.1713555,128.8069368,03,311,,유턴,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03250-02,시도,,가락로125번길,03,01,2,12,,경상남도 김해시 봉황동 429-2,35.2361738,128.8764306,02,219,,주차금지,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03250-01,시도,,가락로125번길,03,01,2,12,,경상남도 김해시 봉황동 429-2,35.2361738,128.8764306,02,219,,주차금지,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03249-03,시도,,삼안로24번길,03,02,2,10,,경상남도 김해시 지내동 277-9,35.2329347,128.9189515,04,427,,해제,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-00343-01,시도,,반룡로,03,01,6,31,,경상남도 김해시 대청동 323-3,35.18786538,128.8034173,02,218,,정차/주차금지,01,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03249-02,시도,,삼안로24번길,03,02,2,10,,경상남도 김해시 지내동 277-9,35.2329347,128.9189515,04,427,,해제,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03249-01,시도,,삼안로24번길,03,02,2,10,,경상남도 김해시 지내동 277-9,35.2329347,128.9189515,04,429,30,어린이 보호구역,02,Y,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03512-01,시도,,분성로,03,01,6,32,,경상남도 김해시 안동 380-1,35.2359819,128.910771,03,322,,횡단보도,01,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03511-02,시도,,전하로222번길,03,01,2,6.5,경상남도 김해시 전하로208번길 31,경상남도 김해시 전하동 507-1,35.22331997,128.8721847,02,218,,정차/주차금지,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03511-01,시도,,전하로222번길,03,01,2,6.5,경상남도 김해시 전하로208번길 31,경상남도 김해시 전하동 507-1,35.22331997,128.8721847,02,218,,정차/주차금지,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03510-01,시도,,율하5로,03,01,4,21,경상남도 김해시 율하5로 99,경상남도 김해시 장유동 873,35.1670482,128.8280434,03,317,,자전거 및 보행자 통행구분,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03509-04,시도,,월산로,03,01,3,16,,경상남도 김해시 부곡동 840,35.20617786,128.806998,04,427,,해제,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03509-03,시도,,월산로,03,01,3,16,,경상남도 김해시 부곡동 840,35.20617786,128.806998,02,224,30,최고속도제한,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-01643-03,시도,,해반천로,03,01,4,19,,경상남도 김해시 삼계동 1520-2,35.25955642,128.8671142,04,428,,견인지역,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-00480-02,일반국도,58,김해대로,03,01,7,37,,경상남도 김해시 삼계동 1519-16,35.26161713,128.8646526,02,218,,정차/주차금지,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-00048-03,시도,,번화1로,03,01,3,23,,경상남도 김해시 대청동 56-7,35.1937184,128.7995234,04,428,,견인지역,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03509-02,시도,,월산로,03,01,3,16,,경상남도 김해시 부곡동 840,35.20617786,128.806998,02,218,,정차/주차금지,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03509-01,시도,,월산로,03,01,3,16,,경상남도 김해시 부곡동 840,35.20617786,128.806998,04,429,,어린이 보호구역,02,Y,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03508-02,시도,,가락로326번길,03,01,2,8,경상남도 김해시 가락로326번길 1-3,경상남도 김해시 구산동 556-5,35.25411363,128.8717032,04,429,30,어린이 보호구역,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03508-01,시도,,가락로326번길,03,01,2,8,경상남도 김해시 가락로326번길 1-3,경상남도 김해시 구산동 556-5,35.25411363,128.8717032,04,427,,해제,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03507-03,시도,,월산로,03,01,3,16,,경상남도 김해시 부곡동 840,35.20617786,128.806998,02,218,,정차/주차금지,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03507-02,시도,,월산로,03,01,3,16,,경상남도 김해시 부곡동 840,35.20617786,128.806998,02,218,,정차/주차금지,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03507-01,시도,,월산로,03,01,3,16,,경상남도 김해시 부곡동 840,35.20617786,128.806998,01,101,,┼자형 교차로,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03506-01,시도,,율하5로,03,01,4,21,,경상남도 김해시 장유동 873,35.16850124,128.8293012,04,429,30,어린이 보호구역,02,Y,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-01643-02,시도,,해반천로,03,01,4,19,,경상남도 김해시 삼계동 1520-2,35.25955642,128.8671142,02,218,,정차/주차금지,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03505-02,시도,,분성로,03,01,5,22,,경상남도 김해시 안동 380-1,35.2359819,128.910771,04,407,,신호등화 상태,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03505-01,시도,,분성로,03,01,5,22,,경상남도 김해시 안동 380-1,35.2359819,128.910771,03,329,,비보호 좌회전,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-00480-01,일반국도,58,김해대로,03,01,7,37,,경상남도 김해시 삼계동 1519-16,35.26161713,128.8646526,02,224,60,최고속도제한,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03504-01,시도,,월산로,03,01,3,16,,경상남도 김해시 부곡동 840,35.20617786,128.806998,03,322,,횡단보도,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03503-02,시도,,가락로326번길,03,01,2,8,,경상남도 김해시 구산동 1011-49,35.25370633,128.8721471,02,226,,서행,03,Y,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03503-01,시도,,가락로326번길,03,01,2,8,,경상남도 김해시 구산동 1011-49,35.25370633,128.8721471,01,140,,위험,03,Y,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03502-03,시도,,율하5로,03,01,4,21,경상남도 김해시 율하5로 99,경상남도 김해시 장유동 873,35.16705226,128.8280434,01,129,,과속방지턱,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03502-02,시도,,율하5로,03,01,4,21,경상남도 김해시 율하5로 99,경상남도 김해시 장유동 873,35.16705226,128.8280434,04,425,,거리,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03502-01,시도,,율하5로,03,01,4,21,경상남도 김해시 율하5로 99,경상남도 김해시 장유동 873,35.16705226,128.8280434,02,224,30,최고속도제한,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03501-02,시도,,율하5로,03,01,4,21,경상남도 김해시 율하5로 99,경상남도 김해시 장유동 873,35.16705226,128.8280434,04,407,,신호등화 상태,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-01643-01,시도,,해반천로,03,01,4,19,,경상남도 김해시 삼계동 1520-2,35.25955642,128.8671142,01,111,,우로 굽은도로,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03501-01,시도,,율하5로,03,01,4,21,경상남도 김해시 율하5로 99,경상남도 김해시 장유동 873,35.16705226,128.8280434,03,329,,비보호 좌회전,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03500-02,시도,,월산로,03,01,3,16,,경상남도 김해시 부곡동 840,35.20617786,128.806998,03,325,,자전거 횡단보도,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03500-01,시도,,월산로,03,01,3,16,,경상남도 김해시 부곡동 840,35.20617786,128.806998,02,224,40,최고속도제한,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-00479-01,시도,,번화2로,03,02,6,34,,경상남도 김해시 삼문동 800,35.19704548,128.7984133,04,429,,어린이 보호구역,02,Y,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03499-02,시도,,분성로,03,01,4,22,,경상남도 김해시 안동 162-2,35.23604348,128.9138465,04,428,,견인지역,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03499-01,시도,,분성로,03,01,4,22,,경상남도 김해시 안동 162-2,35.23604348,128.9138465,02,219,,주차금지,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03498-01,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,03,325,,자전거 횡단보도,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03497-02,시도,,전하로208번길,03,01,1,9,경상남도 김해시 전하로208번길 34,경상남도 김해시 전하동 447-5,35.22317587,128.8723124,02,226,,서행,03,Y,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03497-01,시도,,전하로208번길,03,01,1,9,경상남도 김해시 전하로208번길 34,경상남도 김해시 전하동 447-5,35.22317587,128.8723124,01,129,,과속방지턱,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03496-04,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,02,218,,정차/주차금지,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-01642-01,시도,,내외중앙로,03,01,4,30,,경상남도 김해시 외동 1290,35.23228367,128.8647514,02,219,,주차금지,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03496-03,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,04,415,,통행주의,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03496-02,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,02,218,,정차/주차금지,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03496-01,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,01,101,,┼자형 교차로,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03495-03,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,04,415,,통행주의,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-00478-02,일반국도,58,금관대로,03,01,6,28,,경상남도 김해시 내동 119-2,35.2450686,128.8676693,04,428,,견인지역,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03495-02,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,04,427,,해제,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03495-01,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,02,224,40,최고속도제한,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03494-01,시도,,분성로,03,01,5,22,,경상남도 김해시 안동 162-1,35.23632122,128.9144411,04,428,,견인지역,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03493-03,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,04,415,,통행주의,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03493-02,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,04,415,,통행주의,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-01641-03,시도,,해반천로,03,01,4,19,경상남도 김해시 삼계로 253,경상남도 김해시 삼계동 1439-1,35.26616857,128.8655901,04,415,,통행주의,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03493-01,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,02,224,30,최고속도제한,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03492-02,시도,,분성로627번길,03,01,4,19,,경상남도 김해시 안동 470,35.2328028,128.9149301,02,219,,주차금지,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03492-01,시도,,분성로627번길,03,01,4,19,,경상남도 김해시 안동 470,35.2328028,128.9149301,02,219,,주차금지,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03491-03,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,02,224,30,최고속도제한,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03491-02,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,04,407,,신호등화 상태,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-00478-01,일반국도,58,금관대로,03,01,6,28,,경상남도 김해시 내동 119-2,35.2450686,128.8676693,02,219,,주차금지,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03491-01,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,03,329,,비보호 좌회전,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03490-01,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,03,324,,어린이보호(어린이보호구역안),01,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03489-01,시도,,분성로,03,01,4,24.5,,경상남도 김해시 안동 159-1,35.23613408,128.9160548,02,224,50,최고속도제한,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03488-01,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,02,224,30,최고속도제한,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-01641-02,시도,,해반천로,03,01,4,19,경상남도 김해시 삼계로 253,경상남도 김해시 삼계동 1439-1,35.26616857,128.8655901,01,125,,신호기,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03487-03,시도,,가락로326번길,03,01,2,8,,경상남도 김해시 구산동 611-1,35.25415868,128.8729502,04,427,,해제,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03487-02,시도,,가락로326번길,03,01,2,8,,경상남도 김해시 구산동 611-1,35.25415868,128.8729502,01,105,,ㅓ자형 교차로,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03487-01,시도,,가락로326번길,03,01,2,8,,경상남도 김해시 구산동 611-1,35.25415868,128.8729502,04,429,30,어린이 보호구역,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03486-01,시도,,삼안로,03,02,4,24.5,,경상남도 김해시 안동 159-1,35.23613408,128.9160548,03,311,,유턴,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03485-01,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,01,129,,과속방지턱,01,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03484-01,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,04,429,,어린이 보호구역,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-00477-02,시도,,대청로,03,01,8,42,,경상남도 김해시 대청동 365,35.18831056,128.8041981,02,218,,정차/주차금지,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03483-02,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,02,218,,정차/주차금지,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03483-01,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,02,218,,정차/주차금지,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03482-02,시도,,가락로125번길,03,01,2,9.5,경상남도 김해시 가야의길 126,경상남도 김해시 대성동 434,35.23606102,128.8730821,02,219,,주차금지,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-01641-01,시도,,해반천로,03,01,4,19,경상남도 김해시 삼계로 253,경상남도 김해시 삼계동 1439-1,35.26616857,128.8655901,01,111,,우로 굽은도로,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03482-01,시도,,가락로125번길,03,01,2,9.5,경상남도 김해시 가야의길 126,경상남도 김해시 대성동 434,35.23606102,128.8730821,02,219,,주차금지,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03481-02,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,04,425,,거리,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03481-02,시도,,월산로,03,02,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,04,425,,거리,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03480-01,시도,,월산로,03,02,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,01,132,,횡단보도,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03479-01,시도,,삼안로,03,02,4,22,,경상남도 김해시 안동 173-1,35.2362468,128.9175908,02,219,,주차금지,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03478-01,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079298,128.8031012,03,329,,비보호 좌회전,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03477-01,시도,,분성로,03,01,5,24.5,,경상남도 김해시 지내동 444-2,35.2357431,128.9195467,03,322,,횡단보도,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-00477-01,시도,,대청로,03,01,8,42,,경상남도 김해시 대청동 365,35.18831056,128.8041981,02,224,60,최고속도제한,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03476-01,시도,,가야로,03,01,2,9,,경상남도 김해시 구산동 653-1,35.2545974,128.8742213,04,429,,어린이 보호구역,01,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03475-02,시도,,분성로,03,01,5,24.5,,경상남도 김해시 지내동 445-2,35.23568255,128.9197023,04,425,,거리,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-01640-02,시도,,내외중앙로,03,01,4,30,,경상남도 김해시 외동 1290,35.23228367,128.8647514,04,427,,해제,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03475-01,시도,,분성로,03,01,5,24.5,,경상남도 김해시 지내동 445-2,35.23568255,128.9197023,02,224,50,최고속도제한,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03474-02,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,04,425,,거리,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03474-01,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,02,224,30,최고속도제한,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03473-01,시도,,가락로332번길,03,01,2,9,경상남도 김해시 가락로332번길 13,경상남도 김해시 구산동 576,35.254866,128.8720973,01,129,,과속방지턱,01,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03472-01,시도,,가야의길,03,01,1,7.5,경상남도 김해시 가야의길 92-18,경상남도 김해시 봉황동 459-2,35.23357761,128.8737115,02,219,,주차금지,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03471-02,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,02,224,30,최고속도제한,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03471-01,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,04,429,,어린이 보호구역,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03470-02,시도,,분성로,03,01,6,25,,경상남도 김해시 지내동 447-9,35.2354102,128.9203599,01,112,,좌로 굽은도로,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-00476-01,시도,,번화2로,03,02,6,34,,경상남도 김해시 삼문동 800,35.19704548,128.7984133,03,317,,자전거 및 보행자 통행구분,01,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03470-01,시도,,분성로,03,01,6,25,,경상남도 김해시 지내동 447-9,35.2354102,128.9203599,01,132,,횡단보도,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-01640-01,시도,,내외중앙로,03,01,4,30,,경상남도 김해시 외동 1290,35.23228367,128.8647514,04,429,,어린이 보호구역,02,Y,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-01777-02,시도,,분성로,03,02,2,15,,경상남도 김해시 동상동 992-12,35.233709,128.8828204,04,416,,표지설명,01,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03469-01,시도,,월산로,03,01,3,14,,경상남도 김해시 부곡동 841,35.2079865,128.8031012,03,329,,비보호 좌회전,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03468-02,시도,,가야의길,03,01,1,9,경상남도 김해시 가야의길 92-18,경상남도 김해시 봉황동 459-2,35.23357761,128.8737115,02,226,,서행,01,Y,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03468-01,시도,,가야의길,03,01,1,9,경상남도 김해시 가야의길 92-18,경상남도 김해시 봉황동 459-2,35.23357761,128.8737115,01,129,,과속방지턱,01,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03467-01,시도,,가락로332번길,03,01,2,9,,경상남도 김해시 구산동 579-4,35.25470987,128.8735312,01,129,,과속방지턱,01,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03466-02,시도,,가락로125번길,03,01,2,11,,경상남도 김해시 봉황동 495,35.2359426,128.8744885,02,219,,주차금지,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03466-01,시도,,가락로125번길,03,01,2,11,,경상남도 김해시 봉황동 495,35.2359426,128.8744885,02,219,,주차금지,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03465-02,시도,,가야의길,03,01,2,11.5,경상남도 김해시 가야의길 112-32,경상남도 김해시 봉황동 447,35.23539803,128.8740245,02,219,,주차금지,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03451-01,시도,,전하로176번길,03,01,2,15,,경상남도 김해시 전하동 38-1,35.2243923,128.8748844,02,219,,주차금지,02,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03450-02,시도,,분성로261번길,03,01,2,10,,경상남도 김해시 봉황동 409-27,35.2336074,128.8747066,04,428,,견인지역,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03450-01,시도,,분성로261번길,03,01,2,10,,경상남도 김해시 봉황동 409-27,35.2336074,128.8747066,02,218,,정차/주차금지,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-00399-02,시도,,번화1로,03,01,3,23,,경상남도 김해시 삼문동 61-8,35.19613659,128.8001773,03,325,,자전거 횡단보도,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03449-01,시도,,전하로176번길,03,01,2,15,,경상남도 김해시 전하동 38-2,35.2241712,128.8748999,03,322,,횡단보도,01,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03448-02,시도,,전하로176번길,03,01,2,15,,경상남도 김해시 전하동 44,35.22398802,128.8744433,02,219,,주차금지,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
38070-SS-03448-01,시도,,전하로176번길,03,01,2,15,,경상남도 김해시 전하동 44,35.22398802,128.8744433,04,428,,견인지역,03,N,,경상남도 김해시청,055-330-3555,2026-02-04,5350000,경상남도 김해시
