보행자우선도로명,시도명,시군구명,보행자우선도로시작점위도,보행자우선도로시작점경도,보행자우선도로종료점위도,보행자우선도로종료점경도,보행자우선도로지정일자,연장거리,도로폭,보행자우선도로지정목적,보호구역지정여부,자동차운행속도제한속도,일방통행적용여부,통행제한차량,노상주차허용여부,보행자통행유발시설현황,보행자교통사고발생건수,보행자사망사고건수,속도저감시설,교통안내시설,보행안전시설,보행약자지원시설,보행자편익시설,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
보행자우선도로(중앙초등학교),경상북도,성주군,35.917483,128.286392,35.917807,128.287877,2023-12-22,230,6,보행자 안전 확포,N,30,N,N,Y,상가밀집지역+초등학교,,,고원식 교차로+과속방지턱,안내표지판,볼라드,,,경상북도 성주군청,054-930-6393,2025-06-20,5210000,경상북도 성주군
보행자우선도로(성주읍행정복지센터),경상북도,성주군,35.920156,128.283024,35.918557,128.292006,2023-12-22,920,6,보행자 안전 확포,N,30,N,N,Y,상가밀집지역+행정복지센터+초등학교,,,고원식 교차로+과속방지턱,안내표지판,,,,경상북도 성주군청,054-930-6393,2025-06-20,5210000,경상북도 성주군
원봉로,충청북도,진천군,36.090707,127.525101,36.85466626,127.435157,,1500,15,보행환경개선,Y,30,N,없음,N,학교,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
자안로,충청북도,진천군,36.904769,127.534132,36.903825,127.535634,,200,10,보행환경개선,N,60,N,없음,N,편의시설,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
대하로,충청북도,진천군,36.89824957,127.525516,36.89541101,127.5265624,,1300,12,보행환경개선,N,60,N,없음,N,아파트+편의시설,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
시가로,충청북도,진천군,36.90284896,127.5337494,36.90549475,127.5365057,,700,10,보행환경개선,N,60,N,없음,N,편의시설,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
공원로,충청북도,진천군,36.90325695,127.5331913,36.90514528,127.5370698,,800,10,보행환경개선,N,60,N,없음,N,편의시설,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
선옥1길,충청북도,진천군,36.896122,127.531532,36.896175,127.531724,,500,6,보행환경개선,N,60,N,없음,N,편의시설,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
대월1길,충청북도,진천군,36.899941,127.535041,36.899677,127.535224,,500,6,보행환경개선,N,60,N,없음,N,없음,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
대월2길,충청북도,진천군,36.90125088,127.5374465,36.90184452,127.5386792,,600,6,보행환경개선,N,60,N,없음,N,편의시설,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
예지2길,충청북도,진천군,36.90435364,127.5312662,36.90315971,127.5302537,,200,6,보행환경개선,Y,30,N,없음,N,학교,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
예지1길,충청북도,진천군,36.90387603,127.5312741,36.90231174,127.5314764,,100,6,보행환경개선,N,60,N,없음,N,아파트+편의시설,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
예지로,충청북도,진천군,36.903944,127.528761,36.901539,127.532806,,500,10,보행환경개선,Y,30,N,없음,N,학교,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
연미2길,충청북도,진천군,36.90695716,127.5308999,36.90767002,127.532689,,300,6,보행환경개선,N,60,N,없음,N,없음,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
거안4길,충청북도,진천군,36.90707559,127.5285893,36.90865621,127.5297784,,200,6,보행환경개선,Y,30,N,없음,N,학교,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
거안5길,충청북도,진천군,36.907416,127.528354,36.908735,127.529421,,300,6,보행환경개선,N,60,N,없음,N,공원,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
거안2길,충청북도,진천군,36.90862423,127.5268383,36.90776289,127.526002,,400,6,보행환경개선,N,60,N,없음,N,없음,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
거안3길,충청북도,진천군,36.908996,127.529605,36.908701,127.527146,,400,6,보행환경개선,Y,30,N,없음,N,학교,,,,,,,,충청북도 진천군 지역개발과,043-539-3714,2025-06-23,4450000,충청북도 진천군
서대문 연세로4길,서울특별시,서대문구,37.556989,126.937514,37.558555,126.939676,,260,6,보행환경개선,N,60,N,N,N,신촌 연세로 차없는거리,,,,,,,,서울특별시 서대문구,02-330-1797,2025-08-14,3120000,서울특별시 서대문구
서대문 연세로5가길,서울특별시,서대문구,37.557321,126.936222,37.557317,126.934843,,125,6,보행환경개선,N,60,N,N,N,신촌 연세로 차없는거리,,,,,,,,서울특별시 서대문구,02-330-1797,2025-08-14,3120000,서울특별시 서대문구
서대문 연세로7안길,서울특별시,서대문구,37.558091,126.936241,37.558125,126.935002,,110,6,보행환경개선,N,60,N,N,N,신촌 연세로 차없는거리,,,,,,,,서울특별시 서대문구,02-330-1797,2025-08-14,3120000,서울특별시 서대문구
서대문 연세로9길,서울특별시,서대문구,37.558521,126.936241,37.558527,126.935036,,110,6,보행환경개선,N,60,N,N,N,신촌 연세로 차없는거리,,,,,,,,서울특별시 서대문구,02-330-1797,2025-08-14,3120000,서울특별시 서대문구
서대문 명지대2길,서울특별시,서대문구,37.582791,126.925482,37.581285,126.924926,,175,8,보행환경개선,N,60,N,N,N,연유치원,,,,,,,,서울특별시 서대문구,02-330-1797,2025-08-14,3120000,서울특별시 서대문구
(신월3동) 가로공원로61길(양원초교 어린이보호구역),서울특별시,양천구,37.535775,126.826932,37.536614,126.826680,2023-07-06,95,6,주거지역,Y,20,N,없음,N,초등학교+고등학교,,,과속방지턱(2개소),노면표시(7개)+안전표지(10개),,,,서울특별시 양천구청,02-2620-3708,2025-08-14,3140000,서울특별시 양천구
(신월3동) 남부순환로30길(양원초교 어린이보호구역),서울특별시,양천구,37.538725,126.824211,37.538754,126.825446,2023-07-06,110,6,주거지역,Y,20,N,없음,N,초등학교+유치원,,,과속방지턱(4개소),노면표시(7개)+안전표지(12개),,,,서울특별시 양천구청,02-2620-3708,2025-08-14,3140000,서울특별시 양천구
(신정3동) 신정로11길(지향초교 어린이보호구역),서울특별시,양천구,37.511284,126.838344,37.512311,126.837836,2022-12-15,110,8,주거지역,Y,30,N,없음,N,초등학교+학원,,,이미지 과속방지턱(2개소),노면표시(10개)+안전표지(10개),,,,서울특별시 양천구청,02-2620-3708,2025-08-14,3140000,서울특별시 양천구
(목2동) 목동중앙로13길(다솜어린이집 어린이보호구역),서울특별시,양천구,37.544297,126.882491,37.545537,126.881551,2022-12-15,150,6,주거지역,Y,30,N,없음,N,지하철역+어린이집,,,과속방지턱(4개소),노면표시(14개)+안전표지(13개),,,,서울특별시 양천구청,02-2620-3708,2025-08-14,3140000,서울특별시 양천구
광진 자양로50길,서울특별시,광진구,37.551885,127.092367,37.552558,127.095343,2016-11-30,270,8,통학로 보행안전,Y,30,N,없음,N,학교,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
광진 능동로10길,서울특별시,광진구,37.536024,127.073625,37.535362,127.075522,2015-10-22,180,5,통학로 보행안전,Y,30,N,없음,N,학교,,,디자인 도막포장,,,,,서울특별시 광진구,02-450-7917,2025-06-24,3040000,서울특별시 광진구
거마로7길,서울특별시,송파구,37.495250,127.145050,37.496040,127.143990,2022-12-15,220,6,통학로 보행안전,Y,30,N,없음,N,학교,,,디자인 도막포장,,,,,서울특별시 송파구,02-2147-3135,2024-06-30,3230000,서울특별시 송파구
송파대로38길(2구간),서울특별시,송파구,37.500630,127.112210,37.500180,127.112480,2023-12-31,90,5,보행환경개선,N,20,N,없음,Y,없음,,,디자인 도막포장,,,,,서울특별시 송파구,02-2147-3135,2024-06-30,3230000,서울특별시 송파구
송파대로38길(1구간),서울특별시,송파구,37.502540,127.112090,37.500920,127.112250,2023-12-31,200,5,보행환경개선,N,20,N,없음,N,없음,,,디자인 도막포장,,,,,서울특별시 송파구,02-2147-3135,2024-06-30,3230000,서울특별시 송파구
위례성대로12길,서울특별시,송파구,37.513170,127.122870,37.512670,127.123640,2022-12-15,180,5,통학로 보행안전,N,20,N,없음,N,비둘기어린이공원,,,디자인 도막포장,,,,,서울특별시 송파구,02-2147-3135,2024-06-30,3230000,서울특별시 송파구
오금로68길,서울특별시,송파구,37.491990,127.150230,37.490230,127.148470,2022-12-15,280,5,보행환경개선,N,30,N,없음,N,"위례호수공원,건강공원",,,디자인 도막포장,,,,,서울특별시 송파구,02-2147-3135,2024-06-30,3230000,서울특별시 송파구
성내천로29길,서울특별시,송파구,37.501050,127.152290,37.502360,127.153740,2022-12-15,200,6,통학로 보행안전,N,30,N,없음,N,학교,,,디자인 도막포장,,,,,서울특별시 송파구,02-2147-3135,2024-06-30,3230000,서울특별시 송파구
마천로61바길,서울특별시,송파구,37.495332,127.153431,37.494073,127.154685,2022-12-15,180,6,통학로 보행안전,Y,30,N,없음,Y,학교,,,디자인 도막포장,,,,,서울특별시 송파구,02-2147-3135,2024-06-30,3230000,서울특별시 송파구
백제고분로7길,서울특별시,송파구,37.510741,127.085741,37.510545,127.080233,2022-12-15,470,8,보행환경개선,N,30,N,없음,N,먹자골목,,,디자인 도막포장,,,,,서울특별시 송파구,02-2147-3135,2024-06-30,3230000,서울특별시 송파구
