보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
목감동18007,1,,경기도 시흥시 조남동 산 14-3,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
대야동19S399,1,,경기도 시흥시 계수동 414-7,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
군자동N035,1,,경기도 시흥시 군자동 93,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신천동19S017,1,,경기도 시흥시 신천동 595-34,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
목감동18011,1,,경기도 시흥시 조남동 189-20,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
목감동18010,1,,경기도 시흥시 조남동 193-1,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
과림동N039,1,,경기도 시흥시 무지내동 221-3,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신천동19S237,1,,경기도 시흥시 신천동 742,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24078,1,경기도 시흥시 매화우회로 61,,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동N057,1,,경기도 시흥시 정왕동 1194-2,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동N056,1,,경기도 시흥시 정왕동 1194-4,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동N055,1,,경기도 시흥시 정왕동 1194-6,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행동N012,1,,경기도 시흥시 안현동 51,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신천동19S712,1,,경기도 시흥시 신천동 933,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동N017,1,,경기도 시흥시 매화동 221-47,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신천동19S278,1,,경기도 시흥시 신천동 750-13,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신천동19S232,1,,경기도 시흥시 신천동 797,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신천동19S115,1,,경기도 시흥시 신천동 615-1,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신현동19S225,1,,경기도 시흥시 미산동 432,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신현동18010,1,,경기도 시흥시 미산동 85-6,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
목감동19S194,1,,경기도 시흥시 조남동 17,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
목감동19S041,1,,경기도 시흥시 목감동 154-1,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
목감동19S027,1,,경기도 시흥시 목감동 86-7,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신현동19S395,1,,경기도 시흥시 포동 45,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
연성동N015,1,,경기도 시흥시 하중동 330-2,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
대야동N080,1,,경기도 시흥시 대야동 495-4,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
군자동N039,1,,경기도 시흥시 거모동 1087-1,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
장곡동24019,1,,경기도 시흥시 장곡동 849,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신현동N061,1,,경기도 시흥시 방산동 835,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신천동18006,1,,경기도 시흥시 신천동 595-50,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신천동18005,1,,경기도 시흥시 신천동 산 4-11,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신현동18011,1,,경기도 시흥시 방산동 521-9,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동095,1,,경기도 시흥시 정왕동 2051,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동091,1,,경기도 시흥시 정왕동 2058,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동082,1,,경기도 시흥시 정왕동 1992-10,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동079,1,,경기도 시흥시 정왕동 2058,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동069,1,,경기도 시흥시 정왕동 2061,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동066,1,,경기도 시흥시 정왕동 2001-7,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동065,1,,경기도 시흥시 정왕동 2061,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동058,1,,경기도 시흥시 정왕동 2051,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동048,1,,경기도 시흥시 정왕동 1983-10,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동041,1,,경기도 시흥시 정왕동 1982-12,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동039,1,,경기도 시흥시 정왕동 2051,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동035,1,,경기도 시흥시 정왕동 1980-3,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동028,1,,경기도 시흥시 정왕동 1977-6,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동024,1,,경기도 시흥시 정왕동 1975-4,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동021,1,,경기도 시흥시 정왕동 2045,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동009,1,,경기도 시흥시 정왕동 2045,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕1동339,1,,경기도 시흥시 정왕동 1416-14,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행동402,1,,경기도 시흥시 은행동 283-12,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행377,1,,경기도 시흥시 은행동 348-5,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행376,1,,경기도 시흥시 은행동 350-2,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행347,1,,경기도 시흥시 안현동 596-6,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행271,1,,경기도 시흥시 은행동 327-29,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행270,1,,경기도 시흥시 은행동 303-3,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행268,1,,경기도 시흥시 은행동 342-6,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행221,1,,경기도 시흥시 안현동 483-1,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행161,1,,경기도 시흥시 은행동 519,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행160,1,,경기도 시흥시 은행동 108-8,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행157,1,,경기도 시흥시 은행동 100-1,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행156,1,,경기도 시흥시 은행동 산 42-3,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행126,1,,경기도 시흥시 은행동 293-4,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행125,1,,경기도 시흥시 은행동 293-2,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행120,1,,경기도 시흥시 은행동 276-20,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동20U196,1,,경기도 시흥시 정왕동 1549,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동20U168,1,,경기도 시흥시 정왕동 1666,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동19S273,1,,경기도 시흥시 도창동 산 73-3,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
목감동19S138,1,,경기도 시흥시 조남동 174-101,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동19S293,1,,경기도 시흥시 도창동 산 58-2,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동19S160,1,,경기도 시흥시 매화동 196-6,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동19S048,1,,경기도 시흥시 매화동 223-3,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
목감동19S127,1,,경기도 시흥시 조남동 산 14-5,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
목감동19S102,1,,경기도 시흥시 조남동 171-34,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동19S111,1,,경기도 시흥시 매화동 200-11,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동19S191,1,,경기도 시흥시 매화동 251-1,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동19S216,1,,경기도 시흥시 매화동 288-1,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동23007,1,,경기도 시흥시 도창동 51-1,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
목감동19S286,1,,경기도 시흥시 조남동 479-1,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
은행079,1,,경기도 시흥시 은행동 325-7,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신천동19005,1,,경기도 시흥시 신천동 791,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동545,1,,경기도 시흥시 정왕동 1817-4,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동540,1,,경기도 시흥시 정왕동 1815-6,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동520,1,,경기도 시흥시 정왕동 1807-6,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동441,1,,경기도 시흥시 정왕동 1929,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동403,1,,경기도 시흥시 정왕동 1186-12,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동392,1,,경기도 시흥시 정왕동 1204-14,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동357,1,,경기도 시흥시 정왕동 1200-4,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동329,1,,경기도 시흥시 정왕동 1228-6,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동252,1,,경기도 시흥시 정왕동 1232,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동250,1,,경기도 시흥시 정왕동 1169,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동17004,1,,경기도 시흥시 정왕동 544-1,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동17003,1,,경기도 시흥시 정왕동 545-2,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동17002,1,,경기도 시흥시 정왕동 724-2,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동239,1,,경기도 시흥시 정왕동 2056,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동235,1,,경기도 시흥시 정왕동 914-5,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동232,1,,경기도 시흥시 정왕동 2050,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동230,1,,경기도 시흥시 정왕동 2051,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동220,1,,경기도 시흥시 정왕동 2200-1,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동208,1,,경기도 시흥시 정왕동 2042-10,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동167,1,,경기도 시흥시 정왕동 2011-8,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동166,1,,경기도 시흥시 정왕동 2071,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동150,1,,경기도 시흥시 정왕동 2026-9,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동134,1,,경기도 시흥시 정왕동 2066,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동128,1,,경기도 시흥시 정왕동 2033-7,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동099,1,,경기도 시흥시 정왕동 1989-10,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24041,1,,경기도 시흥시 매화동 332-12,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24039,1,,경기도 시흥시 매화동 238-25,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24036,1,,경기도 시흥시 매화동 326-4,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24035,1,,경기도 시흥시 매화동 327-3,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24034,1,,경기도 시흥시 매화동 331-2,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24033,1,,경기도 시흥시 매화동 330-8,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24032,1,경기도 시흥시 매화1로47번길1,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24031,1,,경기도 시흥시 매화동 315,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24030(고소),1,경기도 시흥시 매화1로 53,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24029,1,경기도 시흥시 매화1로 53,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24027,1,경기도 시흥시 매화2로48번길13,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24024,1,,경기도 시흥시 매화동 336-9,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24023,1,경기도 시흥시 매화2로48번길8-1,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24022,1,경기도 시흥시 매화2로48번길8,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24015,1,경기도 시흥시 매화1로47번길,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24014,1,경기도 시흥시 매화1로,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24011,1,경기도 시흥시 매화1로47번길26-10,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24010,1,경기도 시흥시 매화1로47번길,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24009,1,경기도 시흥시 매화1로47번길27,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24008,1,경기도 시흥시 매화1로47번길30,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24007,1,경기도 시흥시 매화1로47번길34,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24006,1,경기도 시흥시 매화1로47번길113,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
장곡동24073,1,,경기도 시흥시 장곡동 834,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
장곡동24053,1,,경기도 시흥시 장곡동 837,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
장곡동24044,1,,경기도 시흥시 장곡동 839,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
장곡동24014,1,경기도 시흥시 동서로 250-25,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신현동19S373,1,,경기도 시흥시 포동 20-94,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신현동19S332,1,,경기도 시흥시 포동 67-190,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
군자375,1,,경기도 시흥시 거모동 1688,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
군자575,1,,경기도 시흥시 거모동 682,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신천19S681,1,,경기도 시흥시 신천동 876-1,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
목감동19S331,1,,경기도 시흥시 논곡동 192-12,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
목감동19S061,1,,경기도 시흥시 목감동 363,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동21U164,1,,경기도 시흥시 정왕동 1215-5,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동21U039,1,,경기도 시흥시 정왕동 1830-2,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동21U036,1,,경기도 시흥시 정왕동 1830-5,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동21U032,1,,경기도 시흥시 정왕동 1831-5,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동21U024,1,,경기도 시흥시 정왕동 1929,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동21U019,1,,경기도 시흥시 정왕동 1934,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동21U018,1,,경기도 시흥시 정왕동 1934,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동21U015,1,,경기도 시흥시 정왕동 1824-8,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신현동18009,1,,경기도 시흥시 방산동 214-3,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
과림동N033,1,,경기도 시흥시 무지내동 246-1,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
목감동18005,1,,경기도 시흥시 물왕동 393-1,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
과림동N030,1,,경기도 시흥시 무지내동 477-1,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24044,1,경기도 시흥시 매화1로60,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24043,1,,경기도 시흥시 매화동 339,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕1동N020,1,,경기도 시흥시 정왕동 1581,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕1동21U117,1,,경기도 시흥시 정왕동 1581,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕1동21U143,1,,경기도 시흥시 정왕동 1577-2,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕1동21U136,1,,경기도 시흥시 정왕동 1670,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕1동N018,1,,경기도 시흥시 정왕동 1677,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕1동N017,1,,경기도 시흥시 정왕동 1598-9,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24046,1,경기도 시흥시 매화2로,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24045,1,,경기도 시흥시 매화동 343,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24048,1,,경기도 시흥시 매화동 338-10,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24047,1,,경기도 시흥시 매화동 338-10,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24050,1,,경기도 시흥시 매화동 335-9,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24049,1,,경기도 시흥시 매화동 334-9,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24053(고소)완전고소,1,경기도 시흥시 매화1로42번길,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24051,1,,경기도 시흥시 매화동 230-3,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24055,1,,경기도 시흥시 매화동 228-1,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24054,1,,경기도 시흥시 매화동 823-6,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24057,1,경기도 시흥시 매화2로37,,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
매화동24056,1,,경기도 시흥시 매화동 227-1,,,2019,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕1동21U097,1,,경기도 시흥시 정왕동 1674,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕1동21U110,1,,경기도 시흥시 정왕동 1650,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
신현동N057,1,,경기도 시흥시 방산동 144-1,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
과림동N038,1,,경기도 시흥시 과림동 708,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕1동N014,1,,경기도 시흥시 정왕동 1440,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕1동N015,1,,경기도 시흥시 정왕동 1596-10,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
과림동N034,1,,경기도 시흥시 무지내동 206,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
과림동N035,1,,경기도 시흥시 무지내동 139-5,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
과림동N036,1,,경기도 시흥시 무지내동 산 2-4,,,2018,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동061,1,,경기도 시흥시 정왕동 2045,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동060,1,,경기도 시흥시 정왕동 2045,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동057,1,,경기도 시흥시 정왕동 2051,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동052,1,,경기도 시흥시 정왕동 1983-4,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동051,1,,경기도 시흥시 정왕동 2055,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동046,1,,경기도 시흥시 정왕동 2054,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동138,1,,경기도 시흥시 정왕동 2066,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동218,1,,경기도 시흥시 정왕동 2071,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동215,1,,경기도 시흥시 정왕동 2021-4,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동207,1,,경기도 시흥시 정왕동 2040-3,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동083,1,,경기도 시흥시 정왕동 1992-7,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동185,1,,경기도 시흥시 정왕동 2039-6,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동045,1,,경기도 시흥시 정왕동 2051,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동132,1,,경기도 시흥시 정왕동 2034-9,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동131,1,,경기도 시흥시 정왕동 2034-7,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동130,1,,경기도 시흥시 정왕동 2036-6,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동129,1,,경기도 시흥시 정왕동 2036-5,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동243,1,,경기도 시흥시 정왕동 2042-8,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동382,1,,경기도 시흥시 정왕동 1229-6,,,2016,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
