교량명,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,교량보도폭,교량높이,차로수,상하행선분리여부,상부구조형식,교량준공연도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,교량보수보강내역,교량보수보강비용,설계활하중,허용통행하중,하부통과제한높이,관리기관명,관리기관전화번호,데이터기준일자
학산1교,99,지방도,지방도1099호선,1099,03,경상남도,거창군,48880,경상남도 거창군 가조면 기리, 35.665464, 128.013347, 35.665957, 128.014684,30,10.5,0,6.2,2,N,라멘교,2021,2024-06-29,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
무고1교,03,지방도,지방도1005호선,1005,03,경상남도,사천시,48240,경상남도 사천시 곤양면 무고리, 35.066429, 127.931580, 35.066780, 127.931365,43.5,11,2,7.2,2,N,프리플렉스거더교,2010,2024-12-25,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
특리교,03,국가지원지방도,국가지원지방도60호선,60,03,경상남도,산청군,48860,경상남도 산청군 금서면 특리, 35.440187, 127.833166, 35.440361, 127.832837,43,16.5,0.5,12.7,2,N,라멘교,2013,2024-12-31,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
옥환교,99,국가지원지방도,국가지원지방도37호선,37,03,경상남도,함양군,48870,경상남도 함양군 서하면 운곡리, 35.608120, 127.676762, 35.608199, 127.676831,17,10.5,0.5,10,2,N,라멘교,2011,2024-12-25,C,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
산수교,03,국가지원지방도,국가지원지방도37호선,37,03,경상남도,거창군,48880,경상남도 거창군 북상면 산수리, 35.766817, 127.768214, 35.766847, 127.767978,20.6,10.5,1,4.2,2,N,라멘교,2012,2024-12-25,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
오방3교,03,지방도,지방도1007호선,1007,03,경상남도,진주시,48170,경상남도 진주시 미천면 오방리, 35.289169, 128.130538, 35.289344, 128.130430,28,10.5,0.5,6,2,N,라멘교,2011,2024-12-31,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
백야교,99,지방도,지방도1037호선,1037,03,경상남도,진주시,48170,경상남도 진주시 사봉면 무촌리, 35.179742, 128.264643, 35.180114, 128.264697,49,6.2,0.2,4,2,N,라멘교,2014,2024-06-29,A,정기점검,미적용,N,,,DB-13.5,13.5,,경상남도 진주지소,055-254-4273,2024-12-31
난양교,99,지방도,지방도1024호선,1024,03,경상남도,남해군,48840,경상남도 남해군 이동면 난음리, 34.805585, 127.968044, 34.805647, 127.968114,15,21,1,4,4,N,라멘교,2012,2024-12-25,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
등촌교,99,지방도,지방도1003호선,1003,03,경상남도,하동군,48850,경상남도 하동군 청암면 중이리, 35.162773, 127.780095, 35.162807, 127.780040,15,8.5,0,5.5,2,N,RCT거더교,2003,2024-12-25,B,정기점검,미적용,N,,,DB-13.5,13.5,,경상남도 진주지소,055-254-4273,2024-12-31
신흥교,03,지방도,지방도1023호선,1023,03,경상남도,하동군,48850,경상남도 하동군 화개면 범왕리, 35.263252, 127.639704, 35.263225, 127.640316,52,10.5,0.5,10.5,2,N,강I거더교,2010,2024-12-31,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
오곡교,03,지방도,지방도1026호선,1026,03,경상남도,산청군,48860,경상남도 산청군 오부면 양촌리, 35.457769, 127.862086, 35.458132, 127.862172,28,10.5,0,4.7,2,N,라멘교,2012,2024-12-31,C,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
소고대교,99,지방도,지방도1001호선,1001,03,경상남도,함양군,48870,경상남도 함양군 휴천면 목현리, 35.483028, 127.743742, 35.483091, 127.743616,16.7,10.5,0.5,6.5,2,N,라멘교,2011,2020-11-30,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
봉황교,03,지방도,지방도1089호선,1089,03,경상남도,거창군,48880,경상남도 거창군 거창읍 서변리, 35.740204, 127.923329, 35.740962, 127.923120,72,10,1.5,6.5,2,N,PSCI거더교,1977,2024-12-25,B,정기점검,미적용,N,,,DB-18,32.4,,경상남도 진주지소,055-254-4273,2024-12-31
지수육교,02,지방도,지방도1037호선,1037,03,경상남도,진주시,48170,경상남도 진주시 지수면 승산리, 35.228062, 128.272267, 35.228242, 128.270985,55.1,10.4,0.9,6,2,N,강박스거더교,2011,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
송전1교,03,지방도,지방도1002호선,1002,03,경상남도,사천시,48240,경상남도 사천시 곤양면 송전리, 35.059392, 127.969458, 35.059457, 127.969856,32,17,1,5.5,2,N,라멘교,2013,2024-12-25,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
관지5교,99,지방도,지방도1006호선,1006,03,경상남도,진주시,48170,경상남도 진주시 명석면 관지리, 35.244869, 128.042360, 35.245248, 128.042398,41,11.5,0,2.5,2,N,PSCI거더교,2015,2020-11-30,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
어외교,03,지방도,지방도1034호선,1034,03,경상남도,산청군,48860,경상남도 산청군 생초면 어서리, 35.492295, 127.834763, 35.492290, 127.835100,24,11.5,0,5,2,N,라멘교,1977,2024-12-31,C,정기점검,미적용,N,,,DB-18,32.4,,경상남도 진주지소,055-254-4273,2024-12-31
신등천교,01,지방도,지방도1089호선,1089,03,경상남도,산청군,48860,경상남도 산청군 신등면 가술리, 35.398974, 128.029474, 35.399726, 128.031856,170,11,1.5,11,2,N,강박스거더교,2016,2024-12-31,A,정기점검,미적용,N,,,DB-24,43.2,8,경상남도 진주지소,055-254-4273,2024-12-31
오리교,99,지방도,지방도1024호선,1024,03,경상남도,남해군,48840,경상남도 남해군 남면 평산리, 34.773602, 127.867155, 34.773641, 127.867328,13.1,10.5,0.5,3,2,N,라멘교,2015,2020-11-30,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
가산2교,01,지방도,지방도1002호선,1002,03,경상남도,사천시,48240,경상남도 사천시 축동면 가산리, 35.079345, 128.032366, 35.079851, 128.035821,320,10.9,0,30,2,N,PSCI거더교,2016,2024-12-25,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
수곡교,03,지방도,지방도1001호선,1001,03,경상남도,진주시,48170,경상남도 진주시 수곡면 원내리, 35.170618, 127.952717, 35.171034, 127.952563,48,10.5,0,5,2,N,RC슬래브교,2000,2024-12-31,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
심답3교,03,지방도,지방도1003호선,1003,01,경상남도,하동군,48850,경상남도 하동군 청암면 중이리, 35.182858, 127.762037, 35.182680, 127.762304,32,5.4,0,3.9,1,Y,RC슬래브교,1984,2024-12-31,C,정기점검,미적용,N,,,기타,00.0,,경상남도 진주지소,055-254-4273,2024-12-31
일원교,01,지방도,지방도1099호선,1099,03,경상남도,거창군,48880,경상남도 거창군 남상면 전척리, 35.644464, 127.954454, 35.645131, 127.956129,160,6.5,0,9.5,2,N,PSCI거더교,2017,2024-05-12,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
가산IC육교,03,지방도,지방도1002호선,1002,03,경상남도,사천시,48240,경상남도 사천시 축동면 가산리, 35.081836, 128.039366, 35.082181, 128.039052,35,10,0,6.2,2,N,프리플렉스거더교,1992,2024-12-25,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
매촌육교,03,국가지원지방도,국가지원지방도60호선,60,03,경상남도,산청군,48860,경상남도 산청군 금서면 매촌리, 35.423054, 127.859850, 35.422724, 127.860563,60.1,24.6,7.8,10,2,N,라멘교,1998,2024-12-31,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
병곡2교,03,지방도,지방도1001호선,1001,03,경상남도,함양군,48870,경상남도 함양군 병곡면 송평리, 35.527373, 127.682952, 35.527455, 127.682760,35.2,13.2,0,2.5,2,N,RC슬래브교,1984,2024-12-25,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
외율교,03,지방도,지방도1049호선,1049,01,경상남도,진주시,48170,경상남도 진주시 명석면 외율리, 35.280943, 127.992728, 35.281090, 127.992340,25,6,0,2,1,Y,프리플렉스거더교,2006,2024-12-31,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
남하1교,02,지방도,지방도1084호선,1084,03,경상남도,거창군,48880,경상남도 거창군 남하면 둔마리, 35.706808, 127.962630, 35.707067, 127.964586,179.6,11.7,0,5.4,2,N,PSCI거더교,1984,2024-12-25,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
가천교,02,지방도,지방도1099호선,1099,03,경상남도,거창군,48880,경상남도 거창군 남하면 지산리, 35.664147, 127.996390, 35.664163, 127.996644,132.3,10.5,0,6.5,2,N,PSCI거더교,2021,2024-05-12,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
거북교,03,지방도,지방도1005호선,1005,03,경상남도,사천시,48240,경상남도 사천시 서포면 비토리, 34.982356, 127.965751, 34.982790, 127.966030,45,10,0,6,2,N,프리플렉스거더교,2012,2024-12-25,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
신기교,99,지방도,지방도1099호선,1099,03,경상남도,거창군,48880,경상남도 거창군 남하면 지산리, 35.664136, 127.996409, 35.664145, 127.996652,45,10.5,0.5,9,2,N,PSCI거더교,2021,2021-04-30,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
정자교,99,지방도,지방도1009호선,1009,03,경상남도,진주시,48170,경상남도 진주시 금곡면 정자리, 35.134076, 128.171254, 35.134383, 128.171201,40,10,0,0,2,N,라멘교,2016,2024-06-29,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
용암2교,99,국가지원지방도,국가지원지방도30호선,30,03,경상남도,진주시,48170,경상남도 진주시 이반성면 하곡리, 35.171567, 128.327492, 35.171707, 128.327478,12.6,11,0,5,2,N,기타,2021,2024-06-29,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 진주지소,055-254-4273,2024-12-31
마창대교,01,일반국도,일반국도2호선,2,03,경상남도,창원시 마산합포구,48125,경상남도 창원시 마산합포구 가포동 , 35.160066, 128.586792, 35.166505, 128.603579,1700,21,1,64,4,N,사장교,2008,2024-06-15,B,정기점검,미적용,N,"교면포장::시점교, 사장교 마산방향 1,2차로 교면포장//난간 및 연석::난간 및 연석부 균열보수, 단면복구영업소광장부 시선유도봉 설치가포2교 이정표 교체종점교 강교 도장보수안전관리비 및 장비사용료//주탑 내외부점검시설, 신축이음, 바닥판, 주형 등::24년 상반기 정밀점검 결과에 따른 손상부 보수공사세부내용은 도급내역서 참고//종점교 마산방향 1차로::종점교 마산방향 1차로 교면포장 보수공사(절삭 후 재포장)",733673,DB-24,43.2,,경상남도 (주)마창대교,055-710-2026,2024-12-31
회차로교,03,일반국도,일반국도2호선,2,01,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 귀산동 , 35.167027, 128.606667, 35.166709, 128.606748,35.2,20,0,5,1,Y,프리플렉스거더교,2008,2024-12-15,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 (주)마창대교,055-710-2026,2024-12-31
사장교 Lot 2 (2주탑),01,국가지원지방도,국가지원지방도58호선,58,03,경상남도,거제시,48310,경상남도 거제시 장목면 유호리, 35.015049, 128.754613, 35.015787, 128.749120,919,24,2.5,52,5,N,사장교,2010,2024-12-21,B,정기점검,미적용,N,"P4,P7 코핑상부::점검사다리 설치//P4, P7번 신축이음장치::레일조인트 탄성부품 교체//강거더::강거더도장 보수공사",556000,DB-24,43.2,,경상남도 지케이해상도로(주),070-4050-6854,2024-12-31
사장교 Lot 1 (3주탑),01,국가지원지방도,국가지원지방도58호선,58,03,경상남도,거제시,48310,경상남도 거제시 장목면 유호리, 35.017588, 128.731052, 35.017430, 128.724637,676,22,2.5,36,4,N,사장교,2010,2024-12-21,B,정기점검,미적용,N,"P6,P10 코핑상부::점검사다리 설치//P6, P10번 신축이음장치::레일조인트 탄성부품 교체//강거더::강거더도장 보수공사",408000,DB-24,43.2,38.6,경상남도 지케이해상도로(주),070-4050-6854,2024-12-31
제2접속교,01,국가지원지방도,국가지원지방도58호선,58,03,경상남도,거제시,48310,경상남도 거제시 장목면 유호리, 35.017008, 128.740151, 35.017588, 128.731203,510,20.5,1,38,4,N,강플레이트거더교,2010,2024-12-21,B,정기점검,미적용,N,A16신축이음장치::레일조인트 탄성부품 교체//강거더::강거더도장 보수공사,574100,DB-24,43.2,,경상남도 지케이해상도로(주),070-4050-6854,2024-12-31
저도교,01,국가지원지방도,국가지원지방도58호선,58,03,경상남도,거제시,48310,경상남도 거제시 장목면 유호리, 35.017006, 128.740116, 35.017112, 128.739273,220,20.7,1.2,15,4,N,강플레이트거더교,2010,2024-12-21,B,정기점검,미적용,N,강거더::강거더도장 보수공사//교면포장::아스팔트 포장공사,421200,DB-24,43.2,,경상남도 지케이해상도로(주),070-4050-6854,2024-12-31
제3접속교,01,국가지원지방도,국가지원지방도58호선,58,03,경상남도,거제시,48310,경상남도 거제시 장목면 유호리, 35.015769, 128.749249, 35.016173, 128.746202,330,20.5,1,45,4,N,강I거더교,2010,2024-12-21,B,정기점검,미적용,N,A0 신축이음장치::레일조인트 탄성부품 교체//강거더::강거더도장 보수공사,349000,DB-24,43.2,,경상남도 지케이해상도로(주),070-4050-6854,2024-12-31
제4접속교,01,국가지원지방도,국가지원지방도58호선,58,03,경상남도,거제시,48310,경상남도 거제시 장목면 유호리, 35.014298, 128.759870, 35.015036, 128.754613,610,22.5,1,45,5,N,강I거더교,2010,2024-12-21,B,정기점검,미적용,N,"접속4교 P7,8  기초::사다리 파손 4개소 교체 및 콘크리트 단면 보수 및 도장//A14 신축이음장치::레일조인트 탄성부품 교체//강거더::강거더도장 보수공사",718000,DB-24,43.2,,경상남도 지케이해상도로(주),070-4050-6854,2024-12-31
제1접속교,01,국가지원지방도,국가지원지방도58호선,58,03,경상남도,거제시,48310,경상남도 거제시 장목면 유호리, 35.017465, 128.725946, 35.017360, 128.720839,458.5,20.5,1,38,4,N,강I거더교,2010,2024-12-21,B,정기점검,미적용,N,A0 신축이음장치::레일조인트 탄성부품 교체//강거더::강거더도장 보수공사,460200,DB-24,43.2,,경상남도 지케이해상도로(주),070-4050-6854,2024-12-31
상복1교,03,지방도,지방도1030호선,1030,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 성산동 , 35.198294, 128.661978, 35.198294, 128.661978,70,25.1,3.1,4.9,5,N,PSC박스거더교,2013,2024-10-01,B,정기점검,미적용,N,"교대, 슬라브 바닥판, 거더 등::정기점검 결과에 따른 균열보수공사",4624,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
상복교차로교,03,지방도,지방도1030호선,1030,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 성산동 , 35.197133, 128.666261, 35.197133, 128.666261,30,20.9,2.9,9.2,4,N,PSCI거더교,2013,2024-10-01,B,정기점검,미적용,N,"교대, 방호벽 등::정기점검 결과에 따른 균열보수공사",2381,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
상복2교,99,지방도,지방도1030호선,1030,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 성산동 , 35.194005, 128.672350, 35.194005, 128.672350,12,21.1,3.1,5.2,4,N,라멘교,2013,2022-12-31,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
남지교차로교,03,지방도,지방도1030호선,1030,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 남지동 , 35.189667, 128.676963, 35.189667, 128.676963,30,21.1,3.1,5.9,4,N,PSCI거더교,2013,2024-10-01,A,정기점검,미적용,N,"교대, 거더 등::정기점검 결과에 따른 균열보수공사",1835,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
남지교,03,지방도,지방도1030호선,1030,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 남지동 , 35.188150, 128.677848, 35.188150, 128.677848,35,37.4,6.9,5,4,N,PSC박스거더교,2013,2024-10-01,B,정기점검,미적용,N,"교대, 방호벽 등::정기점검 결과에 따른 균열보수공사",473,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
안민1교,03,지방도,지방도1030호선,1030,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 안민동 , 35.184152, 128.684629, 35.184152, 128.684629,30,20.9,2.9,5.1,4,N,PSCI거더교,2013,2024-10-01,B,정기점검,미적용,N,"교대, 방호벽 등::정기점검 결과에 따른 균열보수공사",2689,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
안민천교,99,지방도,지방도1030호선,1030,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 안민동 , 35.183047, 128.687523, 35.183047, 128.687523,15,20.9,2.9,3,4,N,라멘교,2013,2022-12-31,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
성주사교차로,03,지방도,지방도1030호선,1030,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 천선동 , 35.181098, 128.698035, 35.181098, 128.698035,30,21.1,3.1,5.9,5,N,PSCI거더교,2012,2024-10-01,B,정기점검,미적용,N,교대 외::2024년 하반기 정기점검 결과에 따른 균열보수공사,1540,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
천선1교,02,지방도,지방도1030호선,1030,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 성주동 , 35.181313, 128.701315, 35.181313, 128.701315,150,25.1,7.1,10.3,5,N,PSC박스거더교,2012,2024-12-20,A,정기점검,미적용,N,교각(P4) 하부 토공부::공동 발생에 따른 되메우기,600,DB-24,43.2,4.5,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
안민2교,02,지방도,지방도1030호선,1030,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 성주동 , 35.181784, 128.703208, 35.181784, 128.703208,60,20,0,7.1,4,N,강박스거더교,2012,2024-12-20,A,정기점검,미적용,N,,,DB-24,43.2,4.5,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
천선2교(상),02,지방도,지방도1030호선,1030,01,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 천선동 , 35.184340, 128.708806, 35.184340, 128.708806,210,11.6,1.1,21.5,2,Y,PSC박스거더교,2012,2024-12-20,A,정기점검,미적용,N,교량 집수구::교량 집수구 청소,0,DB-24,43.2,4.5,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
천선2교(하),02,지방도,지방도1030호선,1030,02,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 천선동 , 35.184173, 128.708911, 35.184173, 128.708911,210,11.4,0.9,21.5,2,Y,PSC박스거더교,2012,2024-12-20,A,정기점검,미적용,N,,,DB-24,43.2,4.5,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
불모산교차로교(상),99,지방도,지방도1030호선,1030,01,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 성주동 , 35.185655, 128.718256, 35.185655, 128.718256,15,11.4,0.9,6.2,2,Y,라멘교,2012,2022-12-31,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
불모산교차로교(하),99,지방도,지방도1030호선,1030,02,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 성주동 , 35.185489, 128.718264, 35.185489, 128.718264,15,11.4,0.9,6.2,2,Y,라멘교,2012,2022-12-31,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
창원영업소회차로교,99,지방도,지방도1030호선,1030,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 불모산동 , 35.182860, 128.726935, 35.182860, 128.726935,8,20.9,2.9,5.9,4,N,라멘교,2012,2022-12-31,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
남지R-A교,03,지방도,지방도1030호선,1030,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 남지동 , 35.190734, 128.678816, 35.190734, 128.678816,35,21.3,2.9,6,4,N,PSC박스거더교,2012,2024-10-01,B,정기점검,미적용,N,"교대, 거더, 방호벽 등::정기점검 결과에 따른 균열보수공사",175,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
성주사교차로R-F교,03,지방도,지방도1030호선,1030,02,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 천선동 , 35.178121, 128.701047, 35.178121, 128.701047,60,7.9,0.9,5.8,1,Y,PSC박스거더교,2012,2024-10-01,B,정기점검,미적용,N,"교대, 교각, 크로스빔, 방호벽 등::정기점검 결과에 따른 균열보수공사",3204,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
성주사교차로R-G교,03,지방도,지방도1030호선,1030,01,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 천선동 , 35.178623, 128.701199, 35.178623, 128.701199,53,7.9,0.9,5.3,1,Y,PSC박스거더교,2012,2024-10-01,A,정기점검,미적용,N,"교대, 교각, 방호벽, 교량 배수구 등::정기점검 결과에 따른 균열보수공사",1960,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
불모산교차로R-D교,03,지방도,지방도1030호선,1030,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 불모산동 , 35.187196, 128.721228, 35.187354, 128.721689,90,13.9,2.9,6.8,4,N,강박스거더교,2012,2024-10-01,B,정기점검,미적용,N,"교대, 교각, 슬라브 바닥판 , 날개벽, 방호벽 등::정기점검 결과에 따른 균열보수공사",8979,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
서장유교,99,지방도,지방도1030호선,1030,03,경상남도,김해시,48250,경상남도 김해시 대청동 , 35.181611, 128.758631, 35.181611, 128.758631,17,22.8,1.8,7,4,N,라멘교,2012,2022-12-31,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
상점교차로교,03,지방도,지방도1030호선,1030,03,경상남도,김해시,48250,경상남도 김해시 대청동 , 35.181587, 128.769151, 35.181587, 128.769151,30,21.7,3.7,8.2,4,N,라멘교,2012,2024-10-01,A,정기점검,미적용,N,"교대, 방호벽 등::정기점검 결과에 따른 균열보수공사",4699,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
신안1교(상),03,지방도,지방도1030호선,1030,03,경상남도,김해시,48250,경상남도 김해시 관동동 , 35.174327, 128.783875, 35.174722, 128.783390,60,11.4,0.9,4.5,4,N,PSC박스거더교,2013,2024-10-01,B,정기점검,미적용,N,"교대, 방호벽 등::정기점검 결과에 따른 균열보수공사",1934,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
신안1교(하),03,지방도,지방도1030호선,1030,03,경상남도,김해시,48250,경상남도 김해시 관동동 , 35.174572, 128.783159, 35.174347, 128.783459,60,11.9,0.9,4.5,4,N,PSC박스거더교,2013,2024-10-01,B,정기점검,미적용,N,"교대, 방호벽 등::정기점검 결과에 따른 균열보수공사",1792,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
신안2교,03,지방도,지방도1030호선,1030,03,경상남도,김해시,48250,경상남도 김해시 관동동 , 35.172425, 128.787942, 35.172425, 128.787942,90,11.6,1.1,5.7,4,N,PSC박스거더교,2013,2024-10-01,B,정기점검,미적용,N,"교대, 교각, 크로스빔, 방호벽 등::정기점검 결과에 따른 균열보수공사",7059,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
율하교차로교,03,지방도,지방도1030호선,1030,03,경상남도,김해시,48250,경상남도 김해시 장유동 , 35.162874, 128.822686, 35.162874, 128.822686,30,24.9,7.4,6.7,4,N,PSCI거더교,2013,2024-10-01,B,정기점검,미적용,N,"교대, 방호벽 등::정기점검 결과에 따른 균열보수공사",1978,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
대청육교,03,지방도,지방도1030호선,1030,01,경상남도,김해시,48250,경상남도 김해시 대청동 , 35.181087, 128.762635, 35.181087, 128.762635,40,6.9,4.4,5.2,1,Y,PSC박스거더교,2012,2024-10-01,B,정기점검,미적용,N," 교대, 방호벽, 배수구 등::정기점검 결과에 따른 균열보수공사",1675,DB-24,43.2,,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
상점교차로RAMP-B교,01,지방도,지방도1030호선,1030,01,경상남도,김해시,48250,경상남도 김해시 대청동 , 35.181997, 128.769134, 35.181997, 128.769134,70,7.9,0.9,7.4,1,Y,아치교,2012,2024-12-20,A,정기점검,미적용,N,"교량 받침장치(A1, A2)::내진보강공사(교량 받침장치 교체)",63000,DB-24,43.2,4.5,경상남도 경남하이웨이(주),055-213-7222,2024-12-31
지사교(상행),02,지방도,지방도1030호선,1030,01,부산광역시,강서구,26440,부산광역시 강서구 지사동 , 35.154489, 128.836349, 35.153757, 128.838001,105,11.4,0.9,9.8,2,Y,PSC슬래브교,2015,2024-12-04,B,정기점검,미적용,N,교대A1::균열보수 및 도장 보수공사,1000,DB-24,43.2,5,부산광역시 경남하이웨이(주),055-213-7222,2024-12-31
지사교(하행),02,지방도,지방도1030호선,1030,02,부산광역시,강서구,26440,부산광역시 강서구 지사동 , 35.154252, 128.836250, 35.153563, 128.837969,140,11.6,1.1,9.8,2,Y,PSCI거더교,2015,2024-12-04,B,정기점검,미적용,N,,,DB-24,43.2,5,부산광역시 경남하이웨이(주),055-213-7222,2024-12-31
미음교,02,지방도,지방도1030호선,1030,03,부산광역시,강서구,26440,부산광역시 강서구 미음동 , 35.144222, 128.860700, 35.143572, 128.861958,125,20.9,0.9,4.5,4,N,PSC슬래브교,2015,2024-12-04,B,정기점검,미적용,N,,,DB-24,43.2,5.5,부산광역시 경남하이웨이(주),055-213-7222,2024-12-31
세산교(상행),01,지방도,지방도1030호선,1030,01,부산광역시,강서구,26440,부산광역시 강서구 생곡동 , 35.140781, 128.875066, 35.140781, 128.875066,325,9.1,1.1,5.3,2,Y,PSC슬래브교,2015,2024-12-31,B,정기점검,미적용,N,,,DB-24,43.2,7.7,부산광역시 경남하이웨이(주),055-213-7222,2024-12-31
세산교(하행),01,지방도,지방도1030호선,1030,02,부산광역시,강서구,26440,부산광역시 강서구 생곡동 , 35.140456, 128.875355, 35.140456, 128.875355,335,9.1,0.6,5.3,2,Y,PSC슬래브교,2015,2024-12-31,B,정기점검,미적용,N,교량 집수구::교량 집수구 청소,0,DB-24,43.2,7.7,부산광역시 경남하이웨이(주),055-213-7222,2024-12-31
