무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
H9387,충청남도,예산군,일반국도,21,충서로,1,,충청남도 예산군 오가면 월곡리 94-15,36.6750521,126.7861101,예산운전면허시험장 4거리,1,60,,,99,2022,충청남도경찰청,041-336-2152,2026-04-06,1320000,경찰청
H9443,경상남도,밀양시,시도,,산내로,2,,경상남도 밀양시 산내면 남명리 1116-2,35.5880563,128.9529564,산내남명초등학교(남명주유소→남명보건진료소),1,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9442,경상남도,밀양시,일반국도,25,상동로,1,,경상남도 밀양시 상동면 금산리 888-1,35.5534981,128.7625355,상동초등학교(상동면행정복지센터→밀양상동우체국),1,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9441,경상남도,밀양시,시도,,중앙로,1,,경상남도 밀양시 삼문동 222-1,35.4880935,128.7546874,밀양초등학교 (밀양역→시청),2,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9440,경상남도,밀양시,시도,,중앙로,2,,경상남도 밀양시 삼문동 236-8,35.4882246,128.7546981,밀양초등학교 (시청→밀양역),2,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9439,경상남도,함양군,군도,,함양초동길,2,,경상남도 함양군 함양읍 운림리 27-1,35.5214967,127.7264572,함양초등학교 (함양도서관→부속청사),1,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9438,경상남도,함양군,군도,,함양초동길,1,,경상남도 함양군 함양읍 운림리 27-1,35.5215011,127.7263982,함양초등학교 (부속청사→함양도서관),1,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9437,경상남도,함양군,군도,,교산중앙길,2,,경상남도 함양군 함양읍 교산리 149-1,35.5224747,127.7313496,위성초등학교(용삼들→청아아파트),1,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9436,경상남도,함양군,군도,,교산4길,2,,경상남도 함양군 함양읍 교산리 149-1,35.5232955,127.7314837,위성초등학교(함양중학교→한주아파트),1,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9435,경상남도,함양군,군도,,교산4길,1,,경상남도 함양군 함양읍 교산리 149-1,35.5232736,127.7314944,위성초등학교(한주아파트→함양중학교),1,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9434,경상남도,창원시,시도,,안청북로,2,,경상남도 창원시 진해구 청안동 481,35.1041563,128.8047964,안골포초등학교 맞은편 (안골포초교→청안근린공원),2,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9433,경상남도,창원시,시도,,팔의사로,2,,경상남도 창원시 마산합포구 진전면 곡안리 768,35.1095016,128.4150017,진전초등학교 (양촌마을→임곡삼거리),1,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9432,경상남도,창원시,시도,,허당로,1,,경상남도 창원시 마산합포구 상남동 255-1,35.2112309,128.5771573,상남초등학교 (합포초교→육호광장),1,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9431,경상남도,창원시,지방도,1002,해양관광로,2,,경상남도 창원시 마산합포구 구산면 마전리 81-3,35.1206999,128.5377825,구산초등학교 구서분교 (마전교→군령삼거리),1,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9430,경상남도,창원시,시도,,구산로,1,,경상남도 창원시 마산합포구 구산면 수정리 593-2,35.1193134,128.5803438,구산초등학교(수정삼거리→유산삼거리),1,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9429,경상남도,창원시,시도,,현동6길,2,,경상남도 창원시 마산합포구 현동 1292,35.1457591,128.5563863,현동초등학교(신설골→우산천2교),2,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9428,경상남도,거제시,시도,,계동로11길,1,,경상남도 거제시 고현동 931-42,34.8829051,128.6196704,고현유치원 (시청→거제공업고),1,30,,,2,2022,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9427,경상남도,거제시,시도,,계동로11길,2,,경상남도 거제시 고현동 579-1,34.8829315,128.6197241,고현유치원 (거제공업고→시청),1,30,,,2,2022,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9426,경상남도,거제시,시도,,읍내로2길,1,,경상남도 거제시 거제면 동상리 436-3,34.8507423,128.5912013,거제초등학교 (동상사거리→거제면사무소),1,30,,,2,2022,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9425,경상남도,거제시,시도,,상동5길,2,,경상남도 거제시 상동동 931-15,34.8607612,128.6336285,상동초등학교 (블루밍아파트→상동교차로),2,30,,,2,2022,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9424,경상남도,거제시,시도,,상동5길,1,,경상남도 거제시 상동동 931-15,34.8607701,128.6335319,상동초등학교 (상동교차로→블루밍아파트),2,30,,,2,2022,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9423,충청북도,제천시,시도,,의병대로,1,,충청북도 제천시 흑석동 484-10,37.1337775,128.2456578,두학초등학교 (제천 → 영월),2,50,,,2,2020,충청북도경찰청,043-240-2651,2026-04-06,1320000,경찰청
H9422,충청북도,제천시,시도,,의병대로,1,,충청북도 제천시 흑석동 436-1,37.1339571,128.2455291,두학초등학교 (영월 → 제천),2,50,,,2,2020,충청북도경찰청,043-240-2651,2026-04-06,1320000,경찰청
H9421,충청북도,충주시,시도,,충원대로,1,,충청북도 충주시 칠금동 145-8,36.9873371,127.9172254,(목행대교 → 충주역),2,70,,,99,2023,충청북도경찰청,043-240-2651,2026-04-06,1320000,경찰청
H9420,충청북도,충주시,시도,,금곡2길,1,,충청북도 충주시 연수동 796-1,36.9913549,127.9449178,금곡어린이집 (연수주공7단지아파트 → 하늘숲어린이집),1,30,,,2,2022,충청북도경찰청,043-240-2651,2026-04-06,1320000,경찰청
H9419,충청북도,충주시,시도,,봉현로,1,,충청북도 충주시 봉방동 404-1,36.9713727,127.9089011,(문화동 → 봉방동),1,30,,,2,2022,충청북도경찰청,043-240-2651,2026-04-06,1320000,경찰청
H9418,충청남도,아산시,시도,,이순신대로,1,,충청남도 아산시 탕정면 갈산리 464-10,36.7937181,127.0679671,호반써밋그랜드마크 아파트 앞 교차로,2,60,,,99,2022,충청남도경찰청,041-336-2152,2026-04-06,1320000,경찰청
H9417,충청남도,아산시,시도,,이순신대로,2,,충청남도 아산시 탕정면 갈산리 836,36.7933481,127.0681971,호반써밋그랜드마크 아파트 앞 교차로,2,60,,,99,2022,충청남도경찰청,041-336-2152,2026-04-06,1320000,경찰청
H9416,충청남도,아산시,시도,,이순신대로,2,,충청남도 아산시 탕정면 명암리 1363,36.7956271,127.0631581,지중해교차로,2,60,,,99,2022,충청남도경찰청,041-336-2152,2026-04-06,1320000,경찰청
H9454,전라남도,목포시,시도,,영산로,1,,전라남도 목포시 상동 543-3,34.8061601,126.4110301,목포과학대사거리(과학대→터미널),1,50,,,99,2022,전라남도경찰청,061-289-3296,2026-04-06,1320000,경찰청
H9453,전라남도,목포시,시도,,대양로,2,,전라남도 목포시 용해동 599,34.8228291,126.3996831,주사랑교회 앞(실내체육관→삽진산단),1,50,,,99,2022,전라남도경찰청,061-289-3296,2026-04-06,1320000,경찰청
H9452,전라남도,목포시,시도,,대양로,1,,전라남도 목포시 용해동 1043,34.8214921,126.3942741,선그린골프연습장건너(삽진산단→실내체육관),1,50,,,99,2022,전라남도경찰청,061-289-3296,2026-04-06,1320000,경찰청
H9451,경상남도,통영시,지방도,1021,산양일주로,2,,경상남도 통영시 산양읍 영운리 산 171-1,34.8051433,128.4312683,영운마을회관(일운) (동원로얄cc→산양읍사무소),1,50,,,99,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9450,경상남도,통영시,지방도,1021,산양일주로,2,,경상남도 통영시 산양읍 영운리 456-2,34.7995051,128.4306461,영운마을회관(일운) (산양읍사무소→동원로얄cc),1,50,,,99,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9449,경상남도,밀양시,시도,,미리벌로,1,,경상남도 밀양시 삼문동 591-11,35.4797961,128.7482625,미리벌초등학교 (삼문엘리베라움2단지→상문강변로),2,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9448,경상남도,밀양시,시도,,미리벌로,1,,경상남도 밀양시 삼문동 591-11,35.4800233,128.7480264,미리벌초등학교 (삼문강변로→삼문엘리베라움2단지),2,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9447,경상남도,밀양시,시도,,석정로,2,,경상남도 밀양시 내이동 602-3,35.5020784,128.7527671,밀성초등학교(밀양역→시청),2,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9446,경상남도,밀양시,시도,,석정로,1,,경상남도 밀양시 내이동 602-3,35.5024059,128.7528153,밀성초등학교(시청→밀양역),2,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9445,경상남도,밀양시,시도,,성만남전로,1,,경상남도 밀양시 초동면 성만리 846-4,35.4086241,128.6964675,아리솔학교(성만교차로→성만저수지),1,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9444,경상남도,밀양시,시도,,성만남전로,1,,경상남도 밀양시 초동면 성만리 846-4,35.4092317,128.6965962,아리솔학교 (성만저수지→성만교차로),1,30,,,2,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9777,전북특별자치도,군산시,시도,,설림4길,1,,전북특별자치도 군산시 소룡동 1341,35.9739969,126.6822544,소룡초등학교 후문(소룡동행정복지센터→월명중학교),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9776,전북특별자치도,군산시,시도,,설림길,2,,전북특별자치도 군산시 소룡동 1341,35.9748245,126.6829689,소룡초등학교 정문(나우하이츠@→소룡동행정복지센터),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9775,전북특별자치도,군산시,시도,,설림길,1,,전북특별자치도 군산시 소룡동 1347-10,35.9748759,126.6830263,소룡초등학교 정문(소룡동행정복지센터→나우하이츠@),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9774,전북특별자치도,군산시,시도,,신설로,2,,전북특별자치도 군산시 나운동 872,35.9715818,126.6925049,군산나운초등학교 앞(청남하이츠빌라→신설사거리),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9773,전북특별자치도,군산시,시도,,신설로,1,,전북특별자치도 군산시 나운동 771-1,35.9716439,126.6925587,군산나운초등학교 앞(신설사거리→청남하이츠빌라),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9772,전북특별자치도,군산시,시도,,하나운안1길,1,,전북특별자치도 군산시 나운동 875,35.9649373,126.6950873,군산신풍초등학교 후문(신풍초정문→나운주공시장),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9771,전북특별자치도,군산시,시도,,하나운3길,1,,전북특별자치도 군산시 나운동 835-1,35.9641629,126.6949143,군산신풍초등학교 정문(군산요양병원→군산문화원),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9770,전북특별자치도,군산시,시도,,서흥안2길,1,,전북특별자치도 군산시 문화동 23-13,35.9706024,126.7078937,군산흥남초등학교 앞(흥남초교후문→나운주공5단지@),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9769,전북특별자치도,군산시,시도,,서흥2길,1,,전북특별자치도 군산시 문화동 21,35.9719146,126.7082519,군산흥남초등학교 후문(서흥중학교→서흥안2길),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9768,전북특별자치도,군산시,시도,,신촌1길,1,,전북특별자치도 군산시 조촌동 757-1,35.9652661,126.7392231,군산동초등학교후문(센트럴파크스타뷰@→군산교육지원청),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9767,전북특별자치도,군산시,시도,,진포2길,1,,전북특별자치도 군산시 수송동 402-14,35.9716565,126.7169222,군산수송초등학교 앞(스타팰리스@→진포중학교),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9766,전북특별자치도,군산시,시도,,진포3길,2,,전북특별자치도 군산시 수송동 396-9,35.9728603,126.7169518,군산수송초등학교 후문(진포2길→팔마로),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9765,전북특별자치도,군산시,시도,,진포3길,1,,전북특별자치도 군산시 수송동 77-92,35.9729656,126.7188688,군산키즈궁어린이집 앞(진포중학교→수송초등학교),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9764,전북특별자치도,군산시,시도,,경암5길,2,,전북특별자치도 군산시 경암동 636-51,35.9810287,126.7318246,군산구암초등학교 후문(진포로→구암3.1로),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9763,전북특별자치도,군산시,시도,,경암5길,1,,전북특별자치도 군산시 경암동 636-51,35.9808185,126.7320533,군산구암초등학교 후문(구암3.1로→진포로),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9762,경상남도,거창군,군도,,수남로,1,,경상남도 거창군 남상면 무촌리 558-7,35.6403713,127.9056342,무촌마을 (거창→함양),1,50,,,99,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9761,경상남도,거창군,군도,,수남로,1,,경상남도 거창군 남상면 무촌리 558-7,35.6403974,127.9056717,무촌마을 (함양→거창),1,50,,,99,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9760,경상남도,산청군,지방도,1047,삼신봉로,2,,경상남도 산청군 시천면 내대리 1196,35.2660075,127.7635898,예치마을 (시천면→남대마을),1,40,,,99,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9759,서울특별시,강남구,특별시도,9999,삼성로,1,,서울특별시 강남구 개포동 198,37.4861981,127.0674941,경기여자고교 건너편,2,50,,,99,2022,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
H9758,서울특별시,강남구,특별시도,47,영동대로,1,,서울특별시 강남구 일원동 702-11,37.4864621,127.0755071,일원터널교차로,2,50,,,99,2022,서울특별시경찰청,02-700-5047,2026-04-06,1320000,경찰청
H9757,부산광역시,영도구,시도,,일산봉로,3,,부산광역시 영도구 청학동 68-347,35.087593,129.064635,"한일유앤아이@앞(어린이보호구역, 청동초교)",1,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9756,경기도,포천시,일반국도,43,호국로,2,,경기도 포천시 신북면 가채리 19-5,37.9198767,127.2202533,K마트 건너편(철원→포천),2,70,,,99,2022,경기도북부경찰청,031-888-3952,2026-04-06,1320000,경찰청
H9755,경기도,포천시,일반국도,43,호국로,2,,경기도 포천시 신북면 기지리 76-1,37.9385106,127.2292831,외오동입구교차로(철원→의정부),2,70,,,99,2022,경기도북부경찰청,031-888-3952,2026-04-06,1320000,경찰청
H9754,경기도,연천군,일반국도,3,평화로,3,,경기도 연천군 연천읍 통현리 531,38.0671813,127.0733537,고포리입구교차로(철원→동두천),2,70,,,99,2022,경기도북부경찰청,031-888-3952,2026-04-06,1320000,경찰청
H9753,경기도,연천군,일반국도,3,평화로,3,,경기도 연천군 연천읍 통현리 344-13,38.0672463,127.0738332,고포리입구교차로(동두천→철원),2,70,,,99,2022,경기도북부경찰청,031-888-3952,2026-04-06,1320000,경찰청
H9752,경기도,연천군,지방도,372,청창로,3,,경기도 연천군 청산면 백의리 830,38.0233408,127.1356551,백의초교 건너편 어린이보호구역(포천→전곡),2,30,,,2,2021,경기도북부경찰청,031-888-3952,2026-04-06,1320000,경찰청
H9751,경기도,연천군,지방도,372,청창로,3,,경기도 연천군 청산면 백의리 56-6,38.0230613,127.1337051,백의초교 어린이보호구역(전곡→포천),2,30,,,2,2021,경기도북부경찰청,031-888-3952,2026-04-06,1320000,경찰청
H9804,부산광역시,해운대구,시도,,대천로103번길,3,,부산광역시 해운대구 좌동 1285,35.176408,129.174222,"좌동초등학교(어린이보호구역,대동상가→대림@201동)",2,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9803,부산광역시,해운대구,시도,,대천로103번길,3,,부산광역시 해운대구 좌동 1398,35.179679,129.175445,"상당초등학교(어린이보호구역,해운대자연유치원→대림유치원)",2,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9802,부산광역시,해운대구,시도,4003,반여로,3,,부산광역시 해운대구 반여동 산 214-6,35.204991,129.125823,"인지중앞교차로(어린이보호구역,인지초교,무정초교→신동아@)",2,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9801,부산광역시,해운대구,시도,4003,반여로,3,,부산광역시 해운대구 반여동 1647,35.201986,129.123666,"맞은편(어린이보호구역,인지초교,무정초교→인지중)",2,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9800,부산광역시,해운대구,시도,4003,반여로,3,,부산광역시 해운대구 반여동 1655,35.197753,129.122905,"무정초등학교앞교차로(어린이보호구역,원동IC→인지중)",2,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9799,부산광역시,해운대구,시도,4006,좌동순환로,3,,부산광역시 해운대구 좌동 1454,35.164666,129.180694,"동백초등사거리(어린이보호구역,미포교차로→신곡중)",2,50,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9798,부산광역시,해운대구,시도,4006,좌동순환로,3,,부산광역시 해운대구 좌동 1335,35.164499,129.180274,동백초등사거리(어린이보호구역),2,50,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9797,부산광역시,해운대구,시도,,우동1로,3,,부산광역시 해운대구 우동 397-14,35.166948,129.157523,"해운파크맨션A동앞(어린이보호구역,백조어린이집,해동초교→우1치안센터)",1,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9796,부산광역시,해운대구,시도,,청사포로,3,,부산광역시 해운대구 중동 산 19-2,35.163368,129.186547,"광덕어린이집(어린이보호구역,청사포입구R→청사포)",1,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9795,부산광역시,해운대구,시도,,삼어로,3,,부산광역시 해운대구 반여동 1063-8,35.205925,129.118888,"송보자유@후문출구(어린이보호구역,삼어초교)",1,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9794,경상남도,함양군,지방도,1023,마천삼정로,1,,경상남도 함양군 마천면 덕전리 215-3,35.3774922,127.6605929,송알삼거리(군자리→삼정리),1,40,,,99,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9793,경상남도,함양군,지방도,1023,마천삼정로,2,,경상남도 함양군 함양읍 구룡리 1206,35.4851321,127.6946892,송알삼거리(삼정리→군자리),1,40,,,99,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9792,경상남도,함양군,일반국도,24,함양로,2,,경상남도 함양군 함양읍 구룡리 1206,35.4851321,127.6946892,해솔마을 (인월면→함양읍),1,60,,,99,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9791,경상남도,함양군,일반국도,24,함양로,1,,경상남도 함양군 함양읍 구룡리 1206,35.4851758,127.6947535,해솔마을 (함양읍→인월면),1,60,,,99,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9790,경상남도,함양군,군도,,목현옥매로,2,,경상남도 함양군 유림면 옥매리 1179-47,35.5177025,127.7600385,매촌마을 (유림면→함양읍),1,40,,,99,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9789,경상남도,함양군,지방도,1034,천왕봉로,1,,경상남도 함양군 유림면 국계리 837,35.4929521,127.8009787,국계마을 (유림면→함양읍),1,50,,,99,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9788,경상남도,함양군,일반국도,24,함양로,1,,경상남도 함양군 서하면 봉전리 925-12,35.6292841,127.7276857,봉곡마을(지곡면→함양읍),1,60,,,99,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9787,경상남도,함양군,일반국도,26,육십령로,2,,경상남도 함양군 서하면 봉전리 925-12,35.6292841,127.7276857,반정마을 (교북교차로→서하초교),1,60,,,99,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9786,경상남도,함양군,일반국도,26,육십령로,1,,경상남도 함양군 서하면 봉전리 925-2,35.6292753,127.7276535,반정마을 (서하초교→교북교차로),1,60,,,99,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9785,경상남도,함양군,군도,,병곡지록로,2,,경상남도 함양군 지곡면 평촌리 670-2,35.5721623,127.7381034,두동마을(함양→거창),1,30,,,99,2023,경상남도경찰청,055-233-2257,2026-04-06,1320000,경찰청
H9784,부산광역시,남구,시도,20,수영로,1,,부산광역시 남구 대연동 77,35.137015,129.099583,용소삼거리,2,50,,,99,2023,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9783,부산광역시,남구,시도,20,수영로,2,,부산광역시 남구 대연동 77,35.137528,129.100116,용소삼거리,2,50,,,99,2023,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9782,대전광역시,유성구,시도,,대덕대로,1,,대전광역시 유성구 도룡동 385-16,36.3857935,127.3788269,대덕초 입구 연구단지네거리,2,30,,,2,2020,대전광역시경찰청,042-609-2852,2026-04-06,1320000,경찰청
H9781,대전광역시,유성구,시도,,대덕대로,2,,대전광역시 유성구 도룡동 394-3,36.3853531,127.3783495,대덕초입구 연구단지네거리,2,30,,,2,2020,대전광역시경찰청,042-609-2852,2026-04-06,1320000,경찰청
H9780,전북특별자치도,군산시,시도,,화룡2길,1,,전북특별자치도 군산시 미룡동 898-8,35.9419557,126.6880453,군산용문초등학교 후문(금강중학교→미룡주공2단지),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9779,전북특별자치도,군산시,시도,,미룡로,1,,전북특별자치도 군산시 미룡동 917,35.9414056,126.6892277,군산용문초등학교 정문(미룡주공2단지→금강중학교),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9778,전북특별자치도,군산시,시도,,설림안4길,2,,전북특별자치도 군산시 소룡동 1530-7,35.9736791,126.6834641,소룡초등학교 앞(공단대로→소룡동행정복지센터),1,30,,,2,2023,전북특별자치도경찰청,063-280-8153,2026-04-06,1320000,경찰청
H9830,경기도,김포시,시도,,북변중로,3,,경기도 김포시 북변동 382-3,37.6261581,126.7105511,김포기원 앞 어린이보호구역(김포초교)(우체국앞사거리→김포북변산호아파트),1,30,,,2,2023,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
H9829,경기도,김포시,시도,,김포한강9로12번길,3,,경기도 김포시 구래동 6891-1,37.6393738,126.6292073,구래초교 어린이보호구역(한강리슈빌아파트→예미지아파트),1,30,,,2,2023,경기도남부경찰청,031-888-3952,2026-04-06,1320000,경찰청
H9828,부산광역시,기장군,일반국도,14,기장대로,3,,부산광역시 기장군 기장읍 내리 813,35.201775,129.206674,내리새라도서관 맞은편(송정삼거리→기장교차로),2,60,,,99,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9827,부산광역시,기장군,일반국도,14,기장대로,3,,부산광역시 기장군 기장읍 내리 813,35.201522,129.206354,내리새라도서관앞(기장교차로→송정삼거리),2,60,,,99,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9826,부산광역시,기장군,일반국도,14,기장대로,3,,부산광역시 기장군 기장읍 내리 813,35.204489,129.206167,현대오일뱅크 맞은편(기장교차로→내리새라도서관),2,60,,,99,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9825,부산광역시,기장군,군도,10,장안로,3,,부산광역시 기장군 장안읍 기룡리 310-17,35.345781,129.254202,"장안초등학교앞(어린이보호구역,하근교→용소삼거리)",2,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9824,부산광역시,기장군,군도,,고촌로,3,,부산광역시 기장군 철마면 고촌리 692,35.239367,129.170628,"맞은편(어린이보호구역,신진초교,청광사→고촌LH3@)",2,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9823,부산광역시,기장군,군도,,고촌로,3,,부산광역시 기장군 철마면 고촌리 692,35.239392,129.171122,"고촌센트럴@209동앞(어린이보호구역,신진초교,고촌LH3@→청광사)",2,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9822,부산광역시,기장군,군도,,모전로,3,,부산광역시 기장군 정관읍 모전리 728,35.339225,129.165725,"부산해마루학교 맞은편(어린이보호구역,모전초교→모전교)",2,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9821,부산광역시,기장군,군도,,정관5로,3,,부산광역시 기장군 정관읍 용수리 1339,35.326252,129.178068,"가동초등학교(어린이보호구역,용상교→정관양우내안애@)",2,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9820,부산광역시,기장군,시도,50,정관로,3,,부산광역시 기장군 정관읍 달산리 1224,35.321702,129.190977,"정관더테라스101동앞(어린이보호구역,봄뜰어린이집,예림리→달산교)",2,50,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9819,부산광역시,기장군,시도,5003,구연방곡로,3,,부산광역시 기장군 정관읍 매학리 775,35.321109,129.184477,"나래울어린이공원앞(어린이보호구역,방곡초교,정관로→구연교)",2,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9818,부산광역시,기장군,시도,5003,구연방곡로,3,,부산광역시 기장군 정관읍 매학리 775,35.320824,129.184299,"나래울어린이공원 맞은편(어린이보호구역,방곡초교,구연교→정관로)",2,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9817,부산광역시,기장군,시도,5003,구연방곡로,3,,부산광역시 기장군 정관읍 방곡리 404,35.323183,129.184894,"아이비어린이집앞(어린이보호구역,소두방공원→구연교)",1,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9816,부산광역시,기장군,군도,10,병산로,3,,부산광역시 기장군 정관읍 모전리 798,35.336315,129.171773,"아이숲유치원앞(어린이보호구역,산막교→병산마을)",1,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
H9815,부산광역시,기장군,군도,,월평1길,3,,부산광역시 기장군 정관읍 월평리 128-14,35.359262,129.139541,"월평초등학교정문앞(어린이보호구역,월평마을회관→월평교차로)",1,30,,,2,2022,부산광역시경찰청,051-899-2153,2026-04-06,1320000,경찰청
