개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,데이터갱신시점,도로명주소,병상수,상세영업상태명,상세영업상태코드,영업상태코드,의료기관종별명,의료인수,입원실수,전화번호,좌표정보(X),좌표정보(Y),지번주소,진료과목내용,진료과목내용명,총면적,최종수정시점
3230000,PHMA320053230034041301556,2005-10-05,,영업/정상,,,,,05857,서울동부구치소부속의원,I,2026-05-09 22:00:32,서울특별시 송파구 정의로 37 (문정동),0,영업중,13,01,부속의원,11,0,024029131,210231.99764679     ,442207.174142076    ,서울특별시 송파구 문정동 648번지,125 122 116 115 114 113 112 107 106 105 104 103 102 101,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 가정의학과, 응급의학과",1077.9,2024-06-07 03:13:27
3230000,PHMA320143230034041300001,2014-07-18,,영업/정상,,,,,05510,삼성에스디에스(주)부속의원,I,2026-05-09 22:00:32,"서울특별시 송파구 올림픽로35길 125, B2층 (신천동)",0,영업중,13,01,부속의원,6,0,0261550151,208808.460094719    ,446014.471916419    ,,101 103 104 112 113 114 122,"내과, 정신건강의학과, 외과, 안과, 이비인후과, 피부과, 가정의학과",189,2026-05-01 03:43:25
3230000,PHMA320183230034041300001,2018-01-08,,영업/정상,,,,,05856,서울동부지방법원부속의원,I,2026-05-09 22:00:32,"서울특별시 송파구 법원로 101, 서울동부지방법원 331호 (문정동)",0,영업중,13,01,부속의원,2,0,0222042375,210512.374191828    ,442371.025037035    ,서울특별시 송파구 문정동 650번지 서울동부지방법원,122,가정의학과,66.57,2021-11-19 10:20:01
3230000,PHMA320133230034041300001,2013-02-25,,폐업,2016-12-14,,,138-763,05541,한국체육대학교부속의원,I,2026-05-09 22:00:32,"서울특별시 송파구 양재대로 1239 (방이동, 한국체육대학교)",0,폐업,03,03,부속의원,2,0,024106716,211525.928860841    ,446381.991026383    ,서울특별시 송파구 방이동 88번지 15호 한국체육대학교,120 105 101,"내과, 정형외과, 재활의학과",451.05,2016-12-21 13:29:05
3230000,PHMA320133230034021300001,2013-02-25,,폐업,2016-12-14,,,138-763,05541,한국체육대학교부속한의원,I,2026-05-09 22:00:32,"서울특별시 송파구 양재대로 1239 (방이동, 한국체육대학교)",0,폐업,03,03,부속의원,1,0,024106718,211525.928860841    ,446381.991026383    ,서울특별시 송파구 방이동 88번지 15호 한국체육대학교,303 306,"한방소아과, 한방재활의학과",36.2,2016-12-20 11:21:24
3230000,PHMA320213230034041300001,2021-08-09,,영업/정상,,,,,05542,씨젠부속의원,I,2026-05-09 22:00:32,"서울특별시 송파구 오금로 81, 씨젠송파빌딩 2,3,8층 (방이동)",0,영업중,13,01,부속의원,5,0,0222405003,209409.377087526    ,445882.003512809    ,서울특별시 송파구 방이동 22-3 씨젠송파빌딩,122 101,"내과, 가정의학과",1294.62,2024-04-18 17:00:38
3240000,PHMA320183240033041300002,2016-04-07,,영업/정상,,,,,05288,삼성물산(주)부속치과의원,I,2026-05-02 22:54:03,"서울특별시 강동구 상일로6길 26, 글로벌엔지니어링센터 B1층 (상일동)",0,영업중,13,01,부속의원,1,0,0221457101,215423.76462869     ,449636.964226068    ,,402 403 406 407 408 409 411,"구강악안면외과, 치과보철과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과",135.8,2021-05-10 12:59:38
3240000,PHMA320183240033041300001,2016-04-07,,영업/정상,,,,,05288,삼성물산(주)부속의원,I,2026-05-02 22:54:03,"서울특별시 강동구 상일로6길 26, 글로벌엔지니어링센터 B1층 (상일동)",0,영업중,13,01,부속의원,3,0,0221457070,215423.76462869     ,449636.964226068    ,,101 112 113 114 122,"내과, 안과, 이비인후과, 피부과, 가정의학과",134.04,2026-04-30 23:43:40
3240000,PHMA320103240033041300001,2010-07-16,,폐업,2010-11-01,,,134-843,,국민의료소비자생활협동조합 부속 한의원,I,2026-05-02 22:54:03,,0,폐업,03,03,부속의원,1,0,,211878.097723811    ,448049.826281484    ,서울특별시 강동구 성내3동 244번지 (2층),301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",189.8,2010-11-22 16:18:00
3240000,PHMA320123240033041300001,2012-04-20,,영업/정상,,,,,05288,삼성이앤에이(주) 부속의원,I,2026-05-02 22:54:03,"서울특별시 강동구 상일로6길 26, 지1층 (상일동)",0,영업중,13,01,부속의원,4,0,0220537581,215423.76462869     ,449636.964226068    ,,101 103 104 112 113 114 122,"내과, 정신건강의학과, 외과, 안과, 이비인후과, 피부과, 가정의학과",199.48,2024-03-29 13:53:48
